job_id,title,company,city,contract_type,seniority,salary_min_eur,salary_max_eur,remote_policy,skills,posted_date,salary_mid_eur,title_normalized
JOB0168,Data Analyst,HexaData,Nantes,CDI,Mid,42802,48519,Remote,"Excel, GCP, Looker, Power BI, Python, SQL, Spark, Tableau",2026-02-09,45660,data_analyst
JOB0169,Data Scientist,IsCool,Bordeaux,CDI,Senior,55925,64694,On-site,"BigQuery, Dataiku, NumPy, Pandas, Power BI, Python, SQL, Scikit-learn",2026-04-01,60310,data_scientist
JOB0170,Data Analyst,GreenGrid,Lille,CDI,Mid,42298,49571,Remote,"Excel, Looker, Python, SQL, Tableau",2026-05-13,45934,data_analyst
JOB0171,Data Scientist,IsCool,Toulouse,CDI,Mid,46793,57120,On-site,"NumPy, Pandas, Python, Scikit-learn",2026-02-06,51956,data_scientist
JOB0172,Data Engineer,HexaData,Paris,Alternance,Mid,50853,58753,On-site,"Airflow, GCP, Snowflake",2026-01-30,54803,data_engineer
JOB0173,Data Analyst,Lyon Analytics,Paris,CDI,Senior,56066,62064,Hybrid,"Docker, Excel, Power BI, Python, Tableau",2026-02-17,59065,data_analyst
JOB0174,Data Analyst,DataNova,Toulouse,CDI,Mid,38616,46298,Hybrid,"BigQuery, Excel, Looker, Power BI, Python, SQL, Tableau",2026-03-25,42457,data_analyst
JOB0175,Data Analyst,IsCool,Paris,CDI,Mid,46235,52802,Remote,"Excel, GCP, Looker, Power BI, Python, SQL, Tableau, dbt",2026-02-04,49518,data_analyst
JOB0176,Data Engineer,DataNova,Paris,CDI,Mid,49158,57342,Remote,"AWS, Airflow, BigQuery, Docker, SQL, Spark, dbt",2026-02-12,53250,data_engineer
JOB0177,Data Engineer,FinanceLab,Paris,CDI,Mid,48439,59529,Remote,"AWS, GCP, Git, Looker, Python, SQL, dbt",2026-05-06,53984,data_engineer
JOB0178,Data Engineer,MobilityX,Marseille,CDI,Junior,36252,46771,Remote,"Airflow, GCP, Python, SQL, Spark, dbt",2026-05-07,41512,data_engineer
JOB0179,Data Scientist,Lyon Analytics,Paris,CDI,Mid,50005,58445,Hybrid,"Dataiku, SQL, Scikit-learn, Tableau",2026-01-09,54225,data_scientist
JOB0180,Data Engineer,DataNova,Paris,Alternance,Mid,48961,59314,On-site,"AWS, Docker, GCP, Scikit-learn, dbt",2026-02-22,54138,data_engineer
